Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
No,Extended,Master,Disabled,F,20942,Suburban,Divorced,84,12,59,0,2,Personal Auto,Personal L2,Offer1,Agent,403,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,31,52,0,4,Corporate Auto,Corporate L2,Offer1,Branch,511,Four-Door Car,Small
No,Premium,High School or Below,Employed,F,74298,Rural,Married,177,9,81,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,162,Sports Car,Medsize
No,Extended,College,Employed,F,23339,Suburban,Married,138,8,31,0,1,Corporate Auto,Corporate L3,Offer2,Branch,666,SUV,Medsize
No,Extended,College,Employed,F,77031,Suburban,Married,125,17,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,600,SUV,Medsize
No,Basic,College,Employed,M,31739,Suburban,Divorced,71,10,29,0,2,Personal Auto,Personal L3,Offer4,Call Center,470,Two-Door Car,Small
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,66,4,30,0,5,Personal Auto,Personal L3,Offer2,Agent,420,Two-Door Car,Medsize
No,Extended,Bachelor,Medical Leave,F,25236,Suburban,Divorced,89,2,26,0,1,Personal Auto,Personal L3,Offer2,Call Center,427,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Married,103,25,16,1,1,Personal Auto,Personal L3,Offer1,Branch,685,SUV,Medsize
No,Basic,Bachelor,Employed,M,40964,Suburban,Married,74,7,57,0,8,Special Auto,Special L2,Offer3,Agent,355,Two-Door Car,Large
No,Basic,Doctor,Employed,F,40896,Urban,Married,109,3,61,0,1,Personal Auto,Personal L3,Offer1,Branch,319,Sports Car,Medsize
No,Basic,Bachelor,Employed,M,95733,Suburban,Married,72,19,82,0,3,Corporate Auto,Corporate L3,Offer1,Agent,475,Two-Door Car,Small
No,Basic,High School or Below,Employed,F,39161,Suburban,Married,71,8,84,3,1,Personal Auto,Personal L3,Offer1,Branch,341,Four-Door Car,Medsize
No,Basic,Master,Employed,M,84551,Rural,Divorced,72,10,82,0,5,Personal Auto,Personal L3,Offer2,Agent,29,Four-Door Car,Large
No,Premium,Bachelor,Medical Leave,F,12843,Suburban,Single,111,6,47,0,3,Corporate Auto,Corporate L2,Offer2,Branch,1143,Four-Door Car,Small
No,Basic,College,Employed,F,71551,Suburban,Single,62,10,19,0,1,Personal Auto,Personal L3,Offer3,Branch,298,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,2,5,0,1,Corporate Auto,Corporate L2,Offer4,Branch,511,Four-Door Car,Small
No,Basic,High School or Below,Employed,F,77835,Rural,Divorced,74,2,30,1,4,Personal Auto,Personal L3,Offer3,Web,44,Four-Door Car,Medsize
No,Basic,Bachelor,Medical Leave,F,16764,Suburban,Married,61,13,79,0,7,Personal Auto,Personal L3,Offer1,Branch,293,Four-Door Car,Medsize
No,Premium,High School or Below,Employed,M,39007,Suburban,Married,105,29,16,0,2,Personal Auto,Personal L2,Offer1,Branch,1024,Two-Door Car,Large
No,Basic,Master,Employed,F,20290,Suburban,Married,113,6,75,0,3,Personal Auto,Personal L2,Offer4,Agent,767,SUV,Medsize
No,Basic,High School or Below,Employed,F,46182,Rural,Married,65,23,27,0,2,Corporate Auto,Corporate L1,Offer2,Branch,3,Two-Door Car,Medsize
No,Basic,College,Disabled,F,11920,Suburban,Married,74,20,27,0,7,Personal Auto,Personal L3,Offer1,Call Center,355,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,97162,Rural,Married,86,0,63,0,1,Personal Auto,Personal L1,Offer3,Web,33,Four-Door Car,Medsize
No,Basic,College,Employed,M,42743,Rural,Married,117,5,86,1,6,Personal Auto,Personal L3,Offer1,Call Center,101,SUV,Medsize
No,Basic,College,Unemployed,F,0,Rural,Divorced,64,18,59,0,2,Personal Auto,Personal L3,Offer1,Agent,40,Two-Door Car,Medsize
Yes,Extended,College,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Personal Auto,Personal L1,Offer2,Agent,420,Four-Door Car,Medsize
No,Basic,College,Employed,M,85789,Rural,Married,105,18,54,2,2,Personal Auto,Personal L1,Offer1,Agent,122,Sports Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,82,24,86,0,2,Personal Auto,Personal L2,Offer2,Branch,588,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,31349,Suburban,Married,93,10,32,0,1,Corporate Auto,Corporate L2,Offer4,Branch,446,Four-Door Car,Medsize
Yes,Basic,College,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Offer1,Branch,129,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,2,76,0,3,Personal Auto,Personal L1,Offer1,Agent,331,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,102,27,29,0,5,Personal Auto,Personal L3,Offer2,Call Center,848,Sports Car,Medsize
No,Basic,College,Employed,F,58166,Rural,Married,67,3,19,0,1,Personal Auto,Personal L2,Offer2,Call Center,92,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,63,4,55,1,3,Personal Auto,Personal L3,Offer1,Agent,454,Four-Door Car,Medsize
Yes,Basic,Bachelor,Employed,M,97361,Suburban,Single,73,6,85,0,2,Personal Auto,Personal L1,Offer1,Agent,350,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,M,51937,Urban,Married,193,5,40,0,9,Personal Auto,Personal L3,Offer4,Web,850,Luxury Car,Small
No,Basic,College,Employed,F,75921,Suburban,Married,106,32,4,0,1,Personal Auto,Personal L3,Offer3,Agent,610,SUV,Medsize
Yes,Basic,High School or Below,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379,Two-Door Car,Large
Yes,Basic,College,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L3,Offer1,Web,363,Two-Door Car,Medsize
No,Extended,College,Employed,F,48117,Suburban,Married,88,4,51,0,3,Corporate Auto,Corporate L3,Offer3,Agent,422,Four-Door Car,Medsize
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,77,17,41,0,2,Corporate Auto,Corporate L3,Offer2,Agent,554,Two-Door Car,Small
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,118,18,66,1,2,Personal Auto,Personal L3,Offer1,Branch,967,SUV,Large
No,Basic,High School or Below,Employed,M,66152,Suburban,Married,111,14,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,533,SUV,Medsize
No,Basic,High School or Below,Employed,M,31093,Urban,Single,64,1,22,0,1,Personal Auto,Personal L3,Offer3,Branch,275,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,107,15,58,1,1,Personal Auto,Personal L3,Offer3,Agent,514,SUV,Medsize
No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,166,4,49,0,4,Special Auto,Special L3,Offer1,Agent,1195,Sports Car,Medsize
No,Extended,College,Medical Leave,F,19121,Suburban,Married,95,1,18,0,1,Personal Auto,Personal L2,Offer2,Agent,915,Four-Door Car,Small
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,11,46,0,3,Personal Auto,Personal L3,Offer3,Web,468,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,F,68563,Urban,Married,131,6,44,1,3,Personal Auto,Personal L2,Offer4,Call Center,350,SUV,Small
No,Extended,High School or Below,Employed,M,24726,Rural,Divorced,92,18,75,1,5,Personal Auto,Personal L3,Offer1,Call Center,151,Four-Door Car,Medsize
No,Extended,College,Unemployed,F,0,Suburban,Married,97,31,24,0,3,Personal Auto,Personal L3,Offer4,Call Center,638,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,51991,Rural,Married,73,4,95,0,1,Personal Auto,Personal L3,Offer2,Web,124,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Rural,Married,118,25,29,0,7,Personal Auto,Personal L3,Offer1,Agent,153,SUV,Medsize
No,Basic,High School or Below,Employed,M,89096,Rural,Single,111,1,50,0,3,Personal Auto,Personal L1,Offer2,Branch,65,SUV,Large
No,Premium,High School or Below,Employed,F,23031,Suburban,Married,148,26,76,0,2,Special Auto,Special L3,Offer4,Web,710,SUV,Medsize
No,Basic,Bachelor,Employed,M,29540,Suburban,Divorced,73,3,23,0,2,Personal Auto,Personal L3,Offer2,Branch,350,Four-Door Car,Medsize
Yes,Extended,Master,Employed,F,58557,Rural,Married,88,4,83,0,1,Personal Auto,Personal L1,Offer1,Branch,56,Four-Door Car,Large
No,Basic,College,Employed,M,88816,Rural,Married,70,33,9,0,1,Personal Auto,Personal L2,Offer3,Branch,164,Two-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,61,2,61,0,2,Personal Auto,Personal L2,Offer1,Agent,439,Four-Door Car,Small
No,Basic,High School or Below,Employed,F,61809,Urban,Married,72,9,21,0,1,Personal Auto,Personal L2,Offer3,Agent,328,Two-Door Car,Medsize
No,Basic,College,Employed,M,58452,Suburban,Single,186,7,13,0,5,Corporate Auto,Corporate L3,Offer4,Branch,893,Luxury Car,Medsize
No,Extended,College,Employed,F,57161,Suburban,Married,127,20,92,0,1,Personal Auto,Personal L1,Offer1,Agent,610,Sports Car,Medsize
No,Basic,College,Unemployed,M,0,Rural,Divorced,65,11,69,0,1,Personal Auto,Personal L2,Offer4,Branch,112,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,F,90083,Urban,Married,71,23,47,0,1,Personal Auto,Personal L3,Offer4,Agent,182,Two-Door Car,Medsize
Yes,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L3,Offer2,Agent,547,Four-Door Car,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Married,69,16,42,0,2,Personal Auto,Personal L3,Offer4,Branch,331,Four-Door Car,Medsize
Yes,Extended,High School or Below,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384,Two-Door Car,Large
No,Basic,College,Employed,M,68727,Rural,Married,72,15,49,0,2,Personal Auto,Personal L1,Offer1,Branch,171,Four-Door Car,Medsize
No,Extended,Master,Employed,F,40564,Rural,Married,97,0,36,0,2,Personal Auto,Personal L2,Offer4,Call Center,86,Four-Door Car,Small
Yes,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,788,Four-Door Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,92,30,81,0,2,Personal Auto,Personal L2,Offer1,Call Center,640,Two-Door Car,Medsize
No,Basic,College,Employed,F,90551,Suburban,Divorced,61,28,4,4,2,Corporate Auto,Corporate L3,Offer4,Call Center,375,Four-Door Car,Small
No,Basic,College,Unemployed,F,0,Suburban,Single,67,16,45,0,5,Personal Auto,Personal L3,Offer1,Call Center,322,Four-Door Car,Small
No,Extended,Bachelor,Disabled,M,21353,Suburban,Divorced,80,28,21,0,1,Personal Auto,Personal L3,Offer3,Agent,576,Four-Door Car,Medsize
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,102,25,48,0,1,Personal Auto,Personal L3,Offer2,Agent,976,Four-Door Car,Medsize
Yes,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,322,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,M,80321,Rural,Married,105,25,1,0,2,Corporate Auto,Corporate L1,Offer4,Agent,167,SUV,Medsize
No,Extended,Bachelor,Employed,F,94230,Suburban,Married,137,21,82,0,1,Special Auto,Special L3,Offer3,Agent,658,SUV,Medsize
No,Basic,Bachelor,Employed,M,53305,Suburban,Single,63,32,73,0,4,Corporate Auto,Corporate L2,Offer1,Call Center,302,Two-Door Car,Small
No,Basic,College,Employed,M,55593,Urban,Married,182,10,48,1,9,Corporate Auto,Corporate L2,Offer4,Web,678,Luxury Car,Medsize
No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,165,27,38,0,1,Personal Auto,Personal L3,Offer1,Agent,1853,Sports Car,Medsize
No,Extended,College,Unemployed,F,0,Suburban,Single,94,12,3,0,2,Personal Auto,Personal L3,Offer3,Branch,677,Two-Door Car,Medsize
No,Extended,Bachelor,Unemployed,M,0,Rural,Married,87,3,43,0,1,Personal Auto,Personal L3,Offer1,Agent,132,Four-Door Car,Medsize
No,Basic,High School or Below,Disabled,M,22158,Suburban,Married,74,8,92,0,1,Personal Auto,Personal L1,Offer2,Call Center,355,Four-Door Car,Small
No,Basic,Bachelor,Employed,F,81605,Suburban,Married,67,7,74,0,1,Personal Auto,Personal L3,Offer2,Agent,424,Two-Door Car,Medsize
No,Basic,Master,Employed,M,62219,Urban,Married,69,7,73,0,4,Personal Auto,Personal L3,Offer2,Branch,243,Two-Door Car,Small
No,Basic,Bachelor,Disabled,M,15587,Rural,Married,71,11,48,0,1,Special Auto,Special L1,Offer2,Agent,136,Two-Door Car,Medsize
Yes,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Corporate Auto,Corporate L2,Offer1,Agent,481,Four-Door Car,Medsize
No,Premium,College,Unemployed,M,0,Suburban,Single,116,7,57,0,2,Personal Auto,Personal L1,Offer1,Call Center,835,Two-Door Car,Medsize
No,Extended,High School or Below,Employed,M,28505,Suburban,Married,88,0,93,0,2,Personal Auto,Personal L2,Offer4,Agent,422,Four-Door Car,Large
No,Basic,High School or Below,Medical Leave,M,25918,Suburban,Married,104,7,30,0,2,Personal Auto,Personal L3,Offer1,Agent,997,SUV,Medsize
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,261,33,44,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,2760,Luxury Car,Medsize
No,Basic,Bachelor,Employed,M,34137,Suburban,Married,62,6,9,0,2,Personal Auto,Personal L3,Offer1,Agent,298,Two-Door Car,Medsize
No,Extended,Bachelor,Employed,M,21839,Suburban,Single,137,2,70,0,8,Personal Auto,Personal L3,Offer2,Agent,658,Sports Car,Medsize
Yes,Extended,College,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Personal Auto,Personal L3,Offer2,Branch,1176,Four-Door Car,Small
No,Basic,College,Employed,F,83392,Rural,Married,71,30,80,0,3,Personal Auto,Personal L3,Offer2,Web,126,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,F,73661,Urban,Married,128,34,47,0,3,Personal Auto,Personal L3,Offer2,Call Center,404,SUV,Medsize
No,Extended,Bachelor,Employed,M,49793,Suburban,Married,121,3,55,0,1,Personal Auto,Personal L3,Offer2,Agent,641,SUV,Small
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,3,71,0,1,Corporate Auto,Corporate L1,Offer4,Web,687,Two-Door Car,Medsize
No,Basic,Doctor,Employed,M,91890,Rural,Married,107,30,28,0,7,Personal Auto,Personal L2,Offer3,Agent,157,SUV,Small
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,65,16,61,0,9,Corporate Auto,Corporate L2,Offer1,Agent,468,Two-Door Car,Medsize
Yes,Premium,Bachelor,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Corporate Auto,Corporate L2,Offer1,Agent,485,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,43000,Suburban,Married,109,27,9,0,2,Personal Auto,Personal L2,Offer2,Web,677,SUV,Medsize
No,Basic,High School or Below,Employed,M,90043,Urban,Married,63,12,21,0,2,Personal Auto,Personal L3,Offer2,Branch,203,Four-Door Car,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Single,72,34,46,0,2,Special Auto,Special L3,Offer1,Agent,346,Four-Door Car,Medsize
Yes,Extended,Bachelor,Employed,F,48567,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624,SUV,Medsize
No,Premium,High School or Below,Medical Leave,F,27510,Suburban,Married,159,5,28,3,1,Corporate Auto,Corporate L3,Offer1,Call Center,871,SUV,Small
No,Basic,Master,Employed,F,59124,Rural,Married,70,18,31,2,1,Personal Auto,Personal L1,Offer4,Call Center,173,Four-Door Car,Small
No,Basic,College,Unemployed,F,0,Suburban,Single,119,20,89,3,1,Personal Auto,Personal L2,Offer1,Web,857,Sports Car,Medsize
No,Premium,High School or Below,Employed,F,56531,Suburban,Married,170,34,24,3,1,Corporate Auto,Corporate L3,Offer2,Web,816,SUV,Medsize
No,Extended,Bachelor,Unemployed,F,0,Suburban,Married,139,2,33,1,2,Personal Auto,Personal L3,Offer3,Call Center,667,SUV,Medsize
No,Basic,Bachelor,Employed,M,45277,Suburban,Married,191,19,0,0,2,Special Auto,Special L2,Offer2,Agent,917,Luxury SUV,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,12,57,3,1,Personal Auto,Personal L2,Offer1,Call Center,369,Four-Door Car,Medsize
Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Personal Auto,Personal L2,Offer1,Call Center,350,Four-Door Car,Medsize
Yes,Basic,Master,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Corporate Auto,Corporate L2,Offer1,Agent,312,Four-Door Car,Small
No,Basic,High School or Below,Employed,F,66685,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,39,Two-Door Car,Large
No,Basic,College,Employed,F,65775,Rural,Divorced,72,16,98,0,4,Personal Auto,Personal L2,Offer2,Agent,171,Four-Door Car,Medsize
No,Basic,Doctor,Employed,M,52972,Suburban,Single,74,3,68,0,1,Special Auto,Special L3,Offer2,Call Center,355,Four-Door Car,Medsize
No,Basic,Master,Employed,M,52979,Suburban,Divorced,72,14,53,0,4,Personal Auto,Personal L2,Offer1,Agent,346,Two-Door Car,Small
No,Basic,Bachelor,Employed,F,55436,Suburban,Divorced,67,7,44,0,2,Personal Auto,Personal L2,Offer3,Agent,322,Four-Door Car,Small
No,Extended,College,Employed,F,32116,Rural,Married,132,10,42,0,1,Personal Auto,Personal L3,Offer4,Call Center,277,SUV,Medsize
No,Basic,Master,Employed,M,56070,Rural,Divorced,74,5,73,0,2,Personal Auto,Personal L3,Offer1,Branch,88,Two-Door Car,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,62,32,31,0,3,Personal Auto,Personal L3,Offer3,Web,691,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,116,12,76,1,2,Personal Auto,Personal L3,Offer1,Agent,835,SUV,Small
No,Basic,Bachelor,Employed,F,93621,Rural,Married,100,16,20,0,1,Personal Auto,Personal L2,Offer3,Branch,60,SUV,Large
No,Basic,Bachelor,Employed,M,79192,Suburban,Divorced,70,11,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,336,Two-Door Car,Small
No,Extended,College,Employed,M,96853,Suburban,Divorced,98,34,68,0,2,Personal Auto,Personal L3,Offer1,Call Center,566,Two-Door Car,Medsize
No,Extended,Master,Unemployed,F,0,Urban,Married,83,25,91,4,1,Corporate Auto,Corporate L2,Offer4,Branch,355,Four-Door Car,Medsize
No,Basic,College,Employed,F,75121,Rural,Married,73,12,22,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,171,Two-Door Car,Small
No,Premium,College,Unemployed,F,0,Suburban,Single,117,2,41,0,1,Personal Auto,Personal L1,Offer2,Web,842,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,69959,Suburban,Divorced,63,9,3,0,2,Personal Auto,Personal L3,Offer1,Branch,402,Two-Door Car,Medsize
No,Premium,Bachelor,Employed,F,81400,Suburban,Married,104,6,19,0,2,Special Auto,Special L2,Offer2,Web,499,Four-Door Car,Small
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,33,87,1,1,Corporate Auto,Corporate L3,Offer1,Agent,706,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,M,67523,Urban,Single,72,35,21,0,7,Corporate Auto,Corporate L2,Offer2,Web,345,Two-Door Car,Medsize
No,Premium,High School or Below,Employed,F,62366,Rural,Married,108,22,87,0,8,Personal Auto,Personal L2,Offer1,Call Center,51,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,M,67134,Rural,Married,131,5,63,1,6,Personal Auto,Personal L2,Offer1,Call Center,277,Sports Car,Medsize
Yes,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L2,Offer2,Call Center,20,Two-Door Car,Large
No,Basic,College,Employed,F,29697,Suburban,Married,66,0,58,4,1,Personal Auto,Personal L2,Offer4,Agent,317,Four-Door Car,Medsize
Yes,Basic,High School or Below,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,304,SUV,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,7,44,0,4,Personal Auto,Personal L2,Offer1,Web,509,Sports Car,Medsize
No,Basic,Bachelor,Employed,M,51144,Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223,Two-Door Car,Medsize
No,Extended,High School or Below,Employed,F,29587,Suburban,Married,76,25,4,0,3,Personal Auto,Personal L2,Offer2,Branch,422,Four-Door Car,Medsize
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,157,17,1,0,2,Personal Auto,Personal L1,Offer3,Branch,754,Sports Car,Medsize
No,Basic,Master,Employed,M,71499,Suburban,Married,112,25,61,0,5,Corporate Auto,Corporate L3,Offer3,Agent,538,Sports Car,Small
No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,106,23,45,0,5,Corporate Auto,Corporate L2,Offer1,Branch,763,Four-Door Car,Medsize
No,Extended,College,Unemployed,M,0,Suburban,Single,126,4,59,0,2,Personal Auto,Personal L3,Offer3,Branch,907,SUV,Medsize
No,Basic,High School or Below,Employed,M,75740,Rural,Married,64,13,11,0,1,Corporate Auto,Corporate L3,Offer3,Agent,129,Two-Door Car,Medsize
No,Basic,Master,Employed,M,53262,Urban,Married,62,11,18,4,2,Corporate Auto,Corporate L3,Offer2,Branch,224,Four-Door Car,Medsize
No,Extended,College,Employed,F,75180,Rural,Single,77,15,30,3,1,Corporate Auto,Corporate L3,Offer3,Agent,155,Four-Door Car,Large
No,Basic,High School or Below,Employed,M,31196,Suburban,Single,62,26,57,4,9,Corporate Auto,Corporate L1,Offer1,Web,343,Two-Door Car,Small
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,186,0,67,2,5,Personal Auto,Personal L2,Offer1,Web,1442,Luxury SUV,Large
No,Basic,Bachelor,Employed,F,34505,Urban,Married,106,13,44,0,9,Personal Auto,Personal L3,Offer1,Branch,360,SUV,Small
No,Extended,Bachelor,Unemployed,F,0,Rural,Married,82,14,27,2,2,Personal Auto,Personal L3,Offer3,Agent,147,Four-Door Car,Large
