Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Scored Label Mean,Scored Label Standard Deviation
No,Extended,Bachelor,Unemployed,F,0,Rural,Divorced,80,31,67,0,1,Personal Auto,Personal L3,Offer1,Branch,17,Two-Door Car,Large,20,0.000285044
No,Basic,College,Employed,M,73976,Urban,Divorced,73,27,84,0,3,Personal Auto,Personal L2,Offer2,Web,339,Four-Door Car,Medsize,49.16666667,3.004626072
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,9,95,0,1,Personal Auto,Personal L2,Offer1,Call Center,461,Four-Door Car,Medsize,10,0.000295804
No,Basic,High School or Below,Employed,M,77060,Urban,Married,106,23,90,0,2,Personal Auto,Personal L2,Offer1,Branch,469,SUV,Medsize,82.08333333,4.228704827
No,Extended,High School or Below,Medical Leave,M,19831,Suburban,Married,83,8,88,0,7,Personal Auto,Personal L2,Offer1,Agent,398,Four-Door Car,Medsize,50.625,2.997394712
No,Basic,College,Employed,M,85704,Urban,Married,69,21,84,0,7,Personal Auto,Personal L3,Offer1,Agent,325,Four-Door Car,Small,47.5,4.330127027
No,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,67,27,7,0,7,Personal Auto,Personal L3,Offer1,Branch,322,Four-Door Car,Medsize,35,5.000000006
Yes,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,365,Four-Door Car,Medsize,50,0.000273861
Yes,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal Auto,Personal L3,Offer2,Web,262,Two-Door Car,Medsize,40,0.000264182
No,Extended,Bachelor,Employed,M,37548,Rural,Married,81,12,9,0,3,Special Auto,Special L2,Offer2,Web,161,Four-Door Car,Medsize,50.83333333,3.004626074
No,Extended,Bachelor,Employed,F,42570,Urban,Married,128,5,52,0,2,Personal Auto,Personal L2,Offer2,Agent,587,SUV,Large,89.58333333,2.319901834
No,Basic,Doctor,Employed,F,28519,Rural,Married,61,9,94,0,1,Personal Auto,Personal L2,Offer2,Agent,112,Four-Door Car,Medsize,10,0.000281366
No,Extended,Doctor,Employed,M,41273,Urban,Married,77,16,19,0,1,Personal Auto,Personal L3,Offer2,Call Center,221,Four-Door Car,Medsize,20,0.000281366
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,20,95,0,4,Personal Auto,Personal L2,Offer1,Web,497,Four-Door Car,Medsize,36.45833333,5.233273627
No,Extended,Doctor,Disabled,M,17272,Suburban,Married,93,30,58,0,1,Personal Auto,Personal L2,Offer4,Call Center,446,Two-Door Car,Medsize,23.33333333,4.859126587
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,34,71,0,1,Personal Auto,Personal L2,Offer3,Branch,675,Two-Door Car,Small,10,0.000281366
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,63,20,5,0,1,Personal Auto,Personal L3,Offer1,Branch,302,Four-Door Car,Small,10,0.00025
No,Extended,Bachelor,Employed,F,22955,Suburban,Single,92,6,23,3,2,Personal Auto,Personal L3,Offer3,Branch,442,Four-Door Car,Small,81.66666667,8.164965813
No,Basic,College,Unemployed,M,0,Suburban,Single,108,15,17,0,2,Special Auto,Special L1,Offer4,Web,778,SUV,Large,83.125,4.960783716
No,Extended,High School or Below,Employed,M,32150,Suburban,Married,98,21,64,0,8,Personal Auto,Personal L3,Offer1,Call Center,470,Two-Door Car,Medsize,60,0.000285044
No,Basic,College,Employed,F,36283,Urban,Divorced,68,14,63,1,1,Personal Auto,Personal L2,Offer1,Call Center,291,Four-Door Car,Medsize,11.25,3.307189151
Yes,Basic,College,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L3,Offer1,Web,363,Two-Door Car,Medsize,37.08333333,4.695594867
No,Extended,High School or Below,Employed,F,44695,Rural,Married,79,14,51,2,2,Personal Auto,Personal L2,Offer1,Call Center,81,Two-Door Car,Medsize,76.25,6.959705458
Yes,Basic,College,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L3,Offer2,Web,317,Four-Door Car,Medsize,76.66666667,10.86533735
No,Basic,High School or Below,Employed,M,67132,Suburban,Married,71,34,71,0,6,Corporate Auto,Corporate L2,Offer2,Branch,466,Four-Door Car,Large,50,0.000273861
No,Basic,Bachelor,Medical Leave,F,21137,Suburban,Single,61,29,62,1,6,Personal Auto,Personal L1,Offer2,Web,293,Four-Door Car,Medsize,31.66666667,4.639803644
No,Basic,College,Employed,M,88009,Urban,Single,71,29,21,0,1,Corporate Auto,Corporate L2,Offer1,Branch,267,Two-Door Car,Medsize,20,0.000306186
No,Basic,College,Unemployed,M,0,Suburban,Single,114,27,39,0,4,Corporate Auto,Corporate L3,Offer1,Agent,914,SUV,Small,68.33333333,3.908679809
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,90,14,16,3,2,Corporate Auto,Corporate L3,Offer1,Agent,648,Two-Door Car,Medsize,73.75,21.17634293
No,Basic,College,Employed,F,63147,Rural,Married,64,1,91,0,4,Personal Auto,Personal L2,Offer1,Agent,88,Four-Door Car,Medsize,40,0.000273861
No,Basic,College,Employed,F,50632,Rural,Married,62,26,42,0,1,Corporate Auto,Corporate L2,Offer3,Agent,55,Two-Door Car,Medsize,10,0.000270801
No,Basic,College,Employed,F,41440,Suburban,Married,62,20,80,1,2,Personal Auto,Personal L3,Offer3,Agent,298,Four-Door Car,Small,70.41666667,15.83333334
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,64,33,98,0,1,Personal Auto,Personal L3,Offer3,Agent,432,Four-Door Car,Medsize,10,0.000270031
No,Basic,College,Employed,M,29256,Suburban,Married,63,33,41,0,5,Personal Auto,Personal L1,Offer4,Branch,302,Four-Door Car,Medsize,40,0.000292262
Yes,Extended,Bachelor,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L1,Offer1,Agent,394,Four-Door Car,Medsize,20,0.000225924
No,Extended,Bachelor,Unemployed,F,0,Suburban,Married,87,17,33,0,3,Corporate Auto,Corporate L1,Offer4,Agent,418,Four-Door Car,Medsize,50,0.000281366
No,Extended,High School or Below,Employed,M,37843,Urban,Divorced,92,2,17,0,1,Personal Auto,Personal L3,Offer3,Agent,354,Four-Door Car,Medsize,22.91666667,4.695594871
No,Basic,High School or Below,Employed,M,56788,Suburban,Single,108,22,34,5,7,Special Auto,Special L3,Offer1,Agent,580,SUV,Medsize,70,0.000277639
No,Basic,Bachelor,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,336,Two-Door Car,Medsize,19.16666667,3.004626074
No,Premium,Bachelor,Employed,M,43367,Suburban,Divorced,118,6,20,0,1,Personal Auto,Personal L1,Offer2,Branch,1027,Four-Door Car,Medsize,30.9375,3.045873244
No,Basic,College,Employed,M,61972,Rural,Married,64,2,52,2,5,Personal Auto,Personal L1,Offer4,Call Center,139,Four-Door Car,Medsize,40,0.000273861
No,Basic,Bachelor,Employed,M,35945,Suburban,Divorced,105,14,25,0,1,Personal Auto,Personal L3,Offer1,Agent,756,SUV,Small,28.75,3.307189149
No,Extended,High School or Below,Employed,M,74142,Suburban,Married,83,24,60,0,1,Personal Auto,Personal L3,Offer4,Branch,398,Two-Door Car,Medsize,20,0.000295804
No,Basic,High School or Below,Employed,F,73466,Rural,Married,102,2,71,1,6,Personal Auto,Personal L1,Offer3,Call Center,205,SUV,Medsize,67.29166667,5.523780668
No,Extended,College,Employed,M,29977,Rural,Married,133,16,19,0,2,Personal Auto,Personal L3,Offer1,Agent,256,SUV,Small,89.58333333,2.319901833
No,Basic,Doctor,Employed,F,97785,Urban,Single,73,35,36,0,2,Personal Auto,Personal L1,Offer1,Call Center,237,Two-Door Car,Medsize,80.83333333,9.279607276
No,Basic,High School or Below,Employed,M,62777,Rural,Single,67,34,32,0,1,Personal Auto,Personal L1,Offer4,Agent,101,Two-Door Car,Medsize,10,0.000281366
No,Extended,Bachelor,Employed,M,74915,Urban,Married,122,13,17,0,2,Personal Auto,Personal L2,Offer3,Branch,393,SUV,Medsize,85,5.000000006
No,Extended,Bachelor,Employed,F,21947,Urban,Married,83,17,66,0,1,Personal Auto,Personal L1,Offer3,Branch,367,Four-Door Car,Medsize,20,0.000270031
No,Basic,High School or Below,Employed,M,43244,Suburban,Married,103,15,16,0,2,Personal Auto,Personal L2,Offer4,Agent,494,Sports Car,Medsize,81.25,3.307189151
No,Premium,High School or Below,Unemployed,M,0,Suburban,Divorced,116,2,97,0,1,Personal Auto,Personal L1,Offer1,Agent,557,Four-Door Car,Medsize,31.25,3.307189151
No,Basic,High School or Below,Unemployed,F,0,Rural,Married,74,20,3,0,2,Personal Auto,Personal L1,Offer1,Branch,48,Four-Door Car,Medsize,73.58333333,11.74467965
No,Basic,Bachelor,Employed,F,39660,Urban,Married,107,3,46,0,1,Corporate Auto,Corporate L2,Offer1,Agent,417,Sports Car,Small,30,0.000254133
No,Basic,College,Employed,M,94003,Suburban,Single,64,14,39,0,1,Personal Auto,Personal L2,Offer2,Call Center,307,Four-Door Car,Medsize,10,0.000225924
No,Basic,Bachelor,Employed,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326,Four-Door Car,Small,17.5,4.639803643
No,Basic,Bachelor,Employed,F,61469,Suburban,Married,63,16,65,5,3,Personal Auto,Personal L3,Offer3,Branch,302,Four-Door Car,Small,38.125,4.284784134
No,Basic,High School or Below,Employed,M,51878,Suburban,Single,66,10,16,1,2,Personal Auto,Personal L3,Offer2,Branch,317,Four-Door Car,Medsize,70.20833333,15.48829083
No,Extended,College,Employed,F,54408,Urban,Married,79,29,17,0,4,Personal Auto,Personal L1,Offer2,Branch,288,Four-Door Car,Medsize,50,0.000281366
No,Extended,College,Employed,F,82528,Rural,Married,131,10,65,0,1,Personal Auto,Personal L1,Offer2,Agent,258,Sports Car,Small,40,0.000281366
No,Basic,College,Employed,F,49312,Urban,Married,65,30,55,1,4,Corporate Auto,Corporate L1,Offer1,Branch,230,Four-Door Car,Medsize,38.75,3.307189149
No,Basic,Bachelor,Disabled,F,25398,Suburban,Divorced,64,30,80,0,6,Corporate Auto,Corporate L3,Offer2,Agent,307,Four-Door Car,Medsize,33.95833333,5.331868296
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,10,72,0,2,Personal Auto,Personal L2,Offer1,Branch,307,Four-Door Car,Medsize,65,10.13793755
No,Basic,Bachelor,Employed,F,54422,Rural,Married,68,9,8,0,5,Corporate Auto,Corporate L3,Offer1,Branch,76,Four-Door Car,Medsize,47.5,4.330127026
Yes,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,365,Four-Door Car,Medsize,50,0.000273861
No,Extended,Doctor,Employed,M,56598,Rural,Married,88,29,29,0,2,Personal Auto,Personal L2,Offer4,Web,93,Four-Door Car,Medsize,82.5,4.33012703
No,Premium,Bachelor,Employed,F,55837,Suburban,Single,117,16,35,0,9,Personal Auto,Personal L1,Offer2,Agent,742,Two-Door Car,Medsize,70,0.000302766
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,33,75,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,482,Two-Door Car,Medsize,10,0.000241523
No,Basic,Bachelor,Employed,M,84450,Urban,Single,68,18,12,0,1,Corporate Auto,Corporate L3,Offer2,Branch,291,Four-Door Car,Medsize,13.125,4.960783716
No,Basic,Bachelor,Employed,F,89601,Rural,Married,70,1,8,0,2,Personal Auto,Personal L3,Offer2,Branch,117,Two-Door Car,Medsize,72.08333333,10.53268722
No,Basic,College,Unemployed,F,0,Suburban,Divorced,104,19,65,2,1,Personal Auto,Personal L1,Offer1,Branch,499,SUV,Small,27.5,4.330127026
No,Basic,High School or Below,Medical Leave,M,16042,Suburban,Married,73,33,58,0,9,Personal Auto,Personal L3,Offer1,Agent,350,Two-Door Car,Medsize,46.875,4.960783714
No,Basic,Bachelor,Employed,F,55843,Suburban,Married,64,3,80,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,307,Two-Door Car,Medsize,73.125,13.6787929
No,Extended,High School or Below,Employed,F,38688,Suburban,Single,249,22,6,0,3,Special Auto,Special L3,Offer1,Agent,2295,Luxury Car,Medsize,90,0.000302764
No,Extended,High School or Below,Medical Leave,F,17162,Suburban,Married,96,15,29,0,1,Corporate Auto,Corporate L2,Offer2,Web,461,Four-Door Car,Small,22.5,4.330127027
Yes,Extended,High School or Below,Employed,F,37995,Suburban,Married,139,16,50,0,1,Personal Auto,Personal L3,Offer1,Branch,667,SUV,Medsize,50,0.000226845
No,Basic,Bachelor,Employed,M,63546,Rural,Married,64,1,53,0,1,Personal Auto,Personal L2,Offer3,Call Center,132,Four-Door Car,Medsize,10,0.000223607
No,Basic,College,Unemployed,M,0,Suburban,Married,118,6,32,0,5,Personal Auto,Personal L1,Offer3,Call Center,566,SUV,Medsize,70,0.000250001
Yes,Extended,Doctor,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600,SUV,Medsize,40,0.000281366
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,1,62,0,7,Personal Auto,Personal L1,Offer1,Agent,773,Two-Door Car,Medsize,40,5.000000008
No,Basic,Doctor,Medical Leave,M,20848,Suburban,Married,71,9,76,0,1,Corporate Auto,Corporate L1,Offer4,Agent,350,Four-Door Car,Small,13.75,4.841229191
No,Basic,Bachelor,Employed,M,72202,Suburban,Married,63,12,13,0,1,Corporate Auto,Corporate L3,Offer2,Branch,454,Two-Door Car,Small,10,0.000285044
No,Extended,College,Employed,F,37345,Rural,Married,82,27,12,0,2,Personal Auto,Personal L3,Offer4,Agent,32,Four-Door Car,Medsize,80,7.264831578
Yes,Basic,College,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,346,Two-Door Car,Large,18.75,3.30718915
No,Extended,College,Employed,F,44213,Rural,Single,85,15,58,0,3,Personal Auto,Personal L3,Offer1,Branch,78,Four-Door Car,Medsize,58.75,3.30718915
Yes,Basic,Master,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392,Two-Door Car,Small,10,0.000285044
No,Basic,College,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,346,Four-Door Car,Medsize,75.20833333,11.91513685
Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L1,Offer2,Web,542,Four-Door Car,Large,70.83333333,3.004626074
No,Extended,Bachelor,Disabled,F,26410,Rural,Married,91,17,90,0,2,Corporate Auto,Corporate L1,Offer2,Agent,185,Four-Door Car,Large,82.5,6.614378283
No,Premium,Master,Employed,F,26245,Rural,Single,110,6,43,0,1,Personal Auto,Personal L3,Offer4,Call Center,44,Two-Door Car,Medsize,30,0.000239357
Yes,Basic,College,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350,Two-Door Car,Medsize,87.5,6.614378283
No,Basic,College,Disabled,F,17034,Suburban,Single,113,11,40,0,6,Personal Auto,Personal L1,Offer2,Agent,542,Sports Car,Medsize,70,0.000268096
No,Extended,Doctor,Employed,F,36537,Rural,Single,85,19,4,0,2,Personal Auto,Personal L1,Offer1,Web,165,Four-Door Car,Medsize,86.35416667,5.033524769
Yes,Basic,College,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L1,Offer1,Web,363,Two-Door Car,Medsize,37.08333333,4.695594868
No,Extended,Bachelor,Employed,F,62863,Rural,Married,88,18,52,0,1,Corporate Auto,Corporate L1,Offer3,Agent,95,Four-Door Car,Medsize,20,0.000281366
No,Basic,High School or Below,Employed,F,57248,Suburban,Married,74,31,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,355,Four-Door Car,Small,20,0.000262202
No,Basic,Doctor,Employed,M,85607,Rural,Single,66,26,1,0,3,Personal Auto,Personal L2,Offer2,Agent,68,Four-Door Car,Medsize,40,0.000285044
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,27,24,3,3,Personal Auto,Personal L1,Offer1,Agent,433,Four-Door Car,Large,31.25,3.307189148
No,Basic,College,Employed,F,49544,Rural,Single,101,3,29,0,1,Personal Auto,Personal L3,Offer1,Agent,1,SUV,Medsize,30,0.000228218
No,Premium,Bachelor,Employed,F,74001,Rural,Married,108,3,62,3,7,Corporate Auto,Corporate L3,Offer1,Web,254,Two-Door Car,Medsize,70,0.000281366
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,4,17,0,9,Personal Auto,Personal L3,Offer1,Agent,444,Four-Door Car,Medsize,33.75,5.120085726
No,Basic,Master,Unemployed,M,0,Rural,Divorced,73,33,44,0,3,Personal Auto,Personal L3,Offer1,Branch,152,Four-Door Car,Large,41.25,6.166103583
Yes,Basic,High School or Below,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,695,SUV,Medsize,20,0.000245798
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,10,97,0,3,Personal Auto,Personal L1,Offer1,Branch,722,Two-Door Car,Small,31.25,3.307189152
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,6,89,0,3,Personal Auto,Personal L3,Offer1,Web,468,Four-Door Car,Medsize,39.375,2.997394715
No,Basic,College,Employed,F,62506,Suburban,Married,69,3,90,0,1,Personal Auto,Personal L1,Offer1,Branch,331,Two-Door Car,Large,19.58333333,2.319901835
No,Basic,Bachelor,Employed,M,67137,Urban,Married,111,0,49,5,6,Personal Auto,Personal L1,Offer2,Agent,315,SUV,Medsize,70,0.000270031
No,Extended,Master,Medical Leave,F,16891,Suburban,Single,88,15,54,0,1,Personal Auto,Personal L3,Offer4,Call Center,634,Four-Door Car,Medsize,20,0.000266145
No,Extended,College,Employed,M,61091,Urban,Single,95,17,64,0,8,Personal Auto,Personal L1,Offer2,Agent,410,Two-Door Car,Medsize,60,0.00025
No,Basic,Doctor,Unemployed,F,0,Suburban,Married,109,19,2,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,724,SUV,Medsize,66.875,4.960783715
No,Extended,Bachelor,Employed,M,43334,Suburban,Married,95,3,72,2,1,Corporate Auto,Corporate L2,Offer4,Call Center,614,Two-Door Car,Small,27.5,4.330127028
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,29,59,2,1,Personal Auto,Personal L1,Offer1,Web,446,Four-Door Car,Medsize,10,0.000295804
No,Basic,College,Employed,F,49057,Rural,Single,63,16,52,0,2,Personal Auto,Personal L3,Offer2,Call Center,30,Two-Door Car,Medsize,76.25,14.30690393
Yes,Premium,High School or Below,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Corporate Auto,Corporate L2,Offer2,Web,1027,SUV,Medsize,49.33333333,2.84800126
No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,108,2,18,0,1,Personal Auto,Personal L2,Offer1,Agent,1099,Two-Door Car,Large,26.875,4.960783715
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,30,6,1,1,Personal Auto,Personal L2,Offer1,Agent,454,Four-Door Car,Small,10,0.000306186
No,Extended,Master,Employed,M,72885,Rural,Divorced,124,35,88,2,6,Personal Auto,Personal L2,Offer1,Branch,234,SUV,Medsize,80,0.000306186
No,Basic,Bachelor,Employed,M,72503,Urban,Single,106,29,99,0,2,Personal Auto,Personal L2,Offer3,Agent,296,SUV,Large,85,5.000000006
No,Extended,High School or Below,Employed,M,83006,Urban,Married,235,8,61,1,2,Personal Auto,Personal L1,Offer3,Agent,1065,Luxury SUV,Small,90,0.000241523
No,Extended,College,Unemployed,M,0,Urban,Single,89,13,45,0,5,Personal Auto,Personal L2,Offer1,Web,342,Four-Door Car,Medsize,50,0.000266145
No,Extended,College,Unemployed,M,0,Suburban,Divorced,124,12,58,0,2,Special Auto,Special L2,Offer1,Web,595,SUV,Small,83.125,5.233273627
No,Extended,College,Unemployed,F,0,Suburban,Single,85,4,45,0,1,Personal Auto,Personal L3,Offer2,Branch,612,Two-Door Car,Medsize,19.58333333,2.319901833
No,Extended,College,Unemployed,F,0,Rural,Married,76,4,51,1,2,Personal Auto,Personal L2,Offer1,Agent,33,Four-Door Car,Medsize,74.375,10.73472753
Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,312,Two-Door Car,Medsize,90,0.000273862
No,Basic,Master,Employed,F,22849,Suburban,Married,109,5,75,0,4,Personal Auto,Personal L3,Offer1,Call Center,523,Sports Car,Medsize,70,0.000258199
Yes,Extended,College,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,726,SUV,Medsize,30,0.000268095
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,1,64,0,3,Personal Auto,Personal L1,Offer1,Agent,446,Two-Door Car,Medsize,30,0.00025
No,Basic,High School or Below,Employed,M,52198,Suburban,Married,74,2,62,0,1,Personal Auto,Personal L3,Offer1,Branch,355,Two-Door Car,Small,20,0.000295804
No,Basic,High School or Below,Employed,F,71186,Rural,Married,67,11,14,0,6,Personal Auto,Personal L3,Offer2,Call Center,30,Two-Door Car,Medsize,46.875,4.960783717
No,Basic,Bachelor,Employed,M,46135,Rural,Married,69,12,68,0,1,Personal Auto,Personal L3,Offer1,Agent,104,Four-Door Car,Medsize,20,0.000244523
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,134,15,3,0,1,Corporate Auto,Corporate L1,Offer2,Branch,965,Sports Car,Small,37.5,4.330127027
No,Premium,Bachelor,Disabled,F,23444,Suburban,Married,196,7,62,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,941,SUV,Medsize,90,0.000262203
No,Basic,College,Employed,F,51020,Suburban,Divorced,73,16,88,0,1,Personal Auto,Personal L3,Offer2,Branch,350,Four-Door Car,Medsize,20,0.000245798
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,89,1,84,1,4,Personal Auto,Personal L3,Offer1,Agent,641,Two-Door Car,Medsize,49.375,2.997394714
Yes,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L3,Offer1,Agent,185,Four-Door Car,Medsize,60,0.000266146
No,Basic,High School or Below,Employed,F,40252,Suburban,Divorced,104,12,60,0,2,Personal Auto,Personal L3,Offer1,Agent,499,Sports Car,Medsize,85.20833333,5.4286726
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,130,28,88,0,4,Personal Auto,Personal L3,Offer1,Web,936,SUV,Medsize,75.625,5.266343615
